mukim,state_id,district,state,postcode1,postcode2,postcode3,postcode
ABI,9,PERLIS,PERLIS,,,,01000
ARAU,9,PERLIS,PERLIS,02600,02600,02600,02600
BERSERI,9,PERLIS,PERLIS,,,,02400
CHUPING,9,PERLIS,PERLIS,,,,02500
UTAN AJI,9,PERLIS,PERLIS,,,,01000
JEJAWI,9,PERLIS,PERLIS,,01000,,01000
KAYANG,9,PERLIS,PERLIS,,,06900,06900
KECHOR,9,PERLIS,PERLIS,,,,01000
KUALA PERLIS,9,PERLIS,PERLIS,02000,02000,02000,02000
KURONG ANAI,9,PERLIS,PERLIS,,,,02600
KURONG BATANG,9,PERLIS,PERLIS,,,,01000
NGULANG,9,PERLIS,PERLIS,,,,02400
ORAN,9,PERLIS,PERLIS,,,,02500
PADANG PAUH,9,PERLIS,PERLIS,,02600,,02600
PADANG SIDING,9,PERLIS,PERLIS,,,,02600
PAYA,9,PERLIS,PERLIS,,,,02400
SANGLANG,9,PERLIS,PERLIS,,,,02800
SENA,9,PERLIS,PERLIS,,,,01000
SERIAB,9,PERLIS,PERLIS,,,,01000
SUNGAI ADAM,9,PERLIS,PERLIS,,,,02600
TITI TINGGI,9,PERLIS,PERLIS,,,,02100
WANG BINTONG,9,PERLIS,PERLIS,,,,01000
BANDAR ARAU,9,PERLIS,PERLIS,02600,02600,02600,02600
BANDAR KANGAR,9,PERLIS,PERLIS,01000,01000,01000,01000
PEKAN KUALA PERLIS,9,PERLIS,PERLIS,02000,02000,"02000, 26600",02000
PEKAN KAKI BUKIT,9,PERLIS,PERLIS,02200,02200,"02200, 26600",02200
ALOR MALAI,2,KOTA SETAR,KEDAH,,05460,71350,05460
ALOR MERAH,2,KOTA SETAR,KEDAH,,05250,71350,05250
ANAK BUKIT,2,KOTA SETAR,KEDAH,,06550,71350,06550
BUKIT PINANG,2,KOTA SETAR,KEDAH,,06200,71350,06200
DERGA,2,KOTA SETAR,KEDAH,,,71350,71350
GUNONG,2,KOTA SETAR,KEDAH,,,71350,71350
HUTAN KAMPONG,2,KOTA SETAR,KEDAH,,,71350,71350
KANGKONG,2,KOTA SETAR,KEDAH,,06650,71350,06650
KOTA SETAR,2,KOTA SETAR,KEDAH,,,71350,71350
KUALA KEDAH,2,KOTA SETAR,KEDAH,06600,06600,"06600, 71350",06600
KUBANG ROTAN,2,KOTA SETAR,KEDAH,,,71350,71350
LANGGAR,2,KOTA SETAR,KEDAH,06500,06500,"06500, 71350",06500
LENGKUAS,2,KOTA SETAR,KEDAH,,,71350,71350
LEPAI,2,KOTA SETAR,KEDAH,,05350,71350,05350
LIMBONG,2,KOTA SETAR,KEDAH,,,71350,71350
MERGONG,2,KOTA SETAR,KEDAH,,05150,71350,05150
PADANG HANG,2,KOTA SETAR,KEDAH,,,71350,71350
PADANG LALANG,2,KOTA SETAR,KEDAH,,06250,71350,06250
PENGKALAN KUNDOR,2,KOTA SETAR,KEDAH,,,71350,71350
PUMPONG,2,KOTA SETAR,KEDAH,,05250,71350,05250
SALA KECHIK,2,KOTA SETAR,KEDAH,,,71350,71350
SUNGAI BAHARU,2,KOTA SETAR,KEDAH,,,71350,71350
TAJAR,2,KOTA SETAR,KEDAH,,,71350,71350
TEBENGAU,2,KOTA SETAR,KEDAH,,,71350,71350
TELAGA MAS,2,KOTA SETAR,KEDAH,,,71350,71350
TELOK CHENGAI,2,KOTA SETAR,KEDAH,,,71350,71350
TITI GAJAH,2,KOTA SETAR,KEDAH,,,71350,71350
TELOK KECHAI,2,KOTA SETAR,KEDAH,,,71350,71350
BANDAR ALOR SETAR,2,KOTA SETAR,KEDAH,,,71350,71350
BANDAR ANAK BUKIT,2,KOTA SETAR,KEDAH,,06550,71350,06550
BANDAR KUALA KEDAH,2,KOTA SETAR,KEDAH,06600,06600,"06600, 71350",06600
BANDAR ALOR MERAH,2,KOTA SETAR,KEDAH,,05250,71350,05250
BANDAR BUKIT PINANG,2,KOTA SETAR,KEDAH,,06200,71350,06200
BANDAR LANGGAR,2,KOTA SETAR,KEDAH,06500,06500,"06500, 71350",06500
BANDAR SIMPANG EMPAT,2,KOTA SETAR,KEDAH,06650,"06650, 06910","34700, 06650, 71350",06650
PEKAN ALOR JANGGUS,2,KOTA SETAR,KEDAH,,06250,"26600, 71350",06250
PEKAN KOTA SARANG SEMUT,2,KOTA SETAR,KEDAH,06800,06800,"26600, 06800, 71350",06800
PEKAN GUNUNG,2,KOTA SETAR,KEDAH,,,"26600, 71350","26600, 71350"
AH,2,KUBANG PASU,KEDAH,,,,06100
BINJAL,2,KUBANG PASU,KEDAH,,,,06000
GELONG,2,KUBANG PASU,KEDAH,,,,06000
BUKIT TINGGI,2,KUBANG PASU,KEDAH,,,,06000
HUSBA,2,KUBANG PASU,KEDAH,,,,06000
JERAM,2,KUBANG PASU,KEDAH,,,"45800, 31850","45800, 31850"
JERLUN,2,KUBANG PASU,KEDAH,,,,06150
JITRA,2,KUBANG PASU,KEDAH,06000,06000,06000,06000
KEPELU,2,KUBANG PASU,KEDAH,,,,06100
KUBANG PASU,2,KUBANG PASU,KEDAH,,,,06000
MALAU,2,KUBANG PASU,KEDAH,,09100,,09100
NAGA,2,KUBANG PASU,KEDAH,,,,06000
PADANG PERAHU,2,KUBANG PASU,KEDAH,,,,06000
PELUBANG,2,KUBANG PASU,KEDAH,,06000,,06000
PERING,2,KUBANG PASU,KEDAH,,,,06100
PUTAT,2,KUBANG PASU,KEDAH,,,,06000
SANGLANG,2,KUBANG PASU,KEDAH,,,,06150
SUNGAI LAKA,2,KUBANG PASU,KEDAH,,,,06010
TEMIN,2,KUBANG PASU,KEDAH,,,,06000
TUNJANG,2,KUBANG PASU,KEDAH,,06000,,06000
WANG TEPUS,2,KUBANG PASU,KEDAH,,,,06000
BANDAR CHANGLUN,2,KUBANG PASU,KEDAH,,,,06010
BANDAR JITRA,2,KUBANG PASU,KEDAH,06000,06000,06000,06000
BANDAR KODIANG,2,KUBANG PASU,KEDAH,06100,06100,06100,06100
BANDAR TUNJANG,2,KUBANG PASU,KEDAH,,06000,,06000
BANDAR BANDAR DARULAMAN,2,KUBANG PASU,KEDAH,,,,06000
BANDAR PADANG SERA,2,KUBANG PASU,KEDAH,,06100,,06100
BANDAR KEPALA BATAS,2,KUBANG PASU,KEDAH,06200,06200,"06200, 13200",06200
BANDAR BUKIT KAYU HITAM,2,KUBANG PASU,KEDAH,06050,06050,06050,06050
PEKAN AYER HITAM,2,KUBANG PASU,KEDAH,06150,06150,"86100, 06150, 26600, 26650",06150
PEKAN KUALA SANGLANG,2,KUBANG PASU,KEDAH,,06150,26600,06150
PEKAN SANGLANG,2,KUBANG PASU,KEDAH,,,26600,26600
PEKAN KERPAN,2,KUBANG PASU,KEDAH,,,26600,26600
PEKAN SINTOK,2,KUBANG PASU,KEDAH,,06100,26600,06100
PEKAN NAPOH,2,KUBANG PASU,KEDAH,,,26600,26600
PEKAN SUNGAI KOROK,2,KUBANG PASU,KEDAH,,06150,26600,06150
BATANG TUNGGANG KANAN,2,PADANG TERAP,KEDAH,,,,06300
BATANG TUNGGANG KIRI,2,PADANG TERAP,KEDAH,,,,06300
BELIMBING KANAN,2,PADANG TERAP,KEDAH,,,,06300
BELIMBING KIRI,2,PADANG TERAP,KEDAH,,,,06300
KURONG HITAM,2,PADANG TERAP,KEDAH,,,,06300
PADANG TERNAK,2,PADANG TERAP,KEDAH,,,,06300
PADANG TERAP KANAN,2,PADANG TERAP,KEDAH,,,,06300
PADANG TERAP KIRI,2,PADANG TERAP,KEDAH,,,,06300
PEDU,2,PADANG TERAP,KEDAH,,06300,,06300
TEKAI,2,PADANG TERAP,KEDAH,,,,06400
TOLAK,2,PADANG TERAP,KEDAH,,,,06300
BANDAR KUALA NERANG,2,PADANG TERAP,KEDAH,06300,06300,06300,06300
PEKAN NAKA,2,PADANG TERAP,KEDAH,,06400,26600,06400
PEKAN DURIAN BURUNG,2,PADANG TERAP,KEDAH,,,26600,26600
PEKAN LUBOK MERBAU,2,PADANG TERAP,KEDAH,,06720,"94000, 26610, 26600",06720
PEKAN BUKIT TEMBAGA,2,PADANG TERAP,KEDAH,,,26600,26600
PEKAN PADANG SANAI,2,PADANG TERAP,KEDAH,,06300,26600,06300
PEKAN KAMPUNG TANJUNG,2,PADANG TERAP,KEDAH,,05150,26600,05150
AYER HANGAT,2,LANGKAWI,KEDAH,07000,07000,07000,07000
BOHOR,2,LANGKAWI,KEDAH,07000,07000,07000,07000
KEDAWANG,2,LANGKAWI,KEDAH,07000,07000,07000,07000
KUAH,2,LANGKAWI,KEDAH,07000,07000,07000,07000
PADANG MASIRAT,2,LANGKAWI,KEDAH,07000,07000,07000,07000
ULU MELAKA,2,LANGKAWI,KEDAH,07000,07000,07000,07000
BANDAR KUAH,2,LANGKAWI,KEDAH,07000,07000,07000,07000
BANDAR PADANG LALANG,2,LANGKAWI,KEDAH,07000,"07000, 06250",07000,07000
PEKAN TELOK DATAI,2,LANGKAWI,KEDAH,07000,07000,"07000, 26600",07000
BUJANG,2,KUALA MUDA,KEDAH,,08100,,08100
BUKIT MERIAM,2,KUALA MUDA,KEDAH,,,,06000
GURUN,2,KUALA MUDA,KEDAH,08300,08300,08300,08300
HAJI KUDONG,2,KUALA MUDA,KEDAH,,,27400,27400
KOTA,2,KUALA MUDA,KEDAH,,,71350,71350
KUALA,2,KUALA MUDA,KEDAH,,,,06000
MERBOK,2,KUALA MUDA,KEDAH,08400,08400,08400,08400
PEKULA,2,KUALA MUDA,KEDAH,,,,06000
PINANG TUNGGAL,2,KUALA MUDA,KEDAH,,08000,,08000
RANTAU PANJANG,2,KUALA MUDA,KEDAH,,,"71200, 34140","71200, 34140"
SEMELING,2,KUALA MUDA,KEDAH,,,,06000
SIDAM KIRI,2,KUALA MUDA,KEDAH,,09400,,09400
SIMPOR,2,KUALA MUDA,KEDAH,,08500,,08500
SUNGAI PASIR,2,KUALA MUDA,KEDAH,,08000,,08000
SUNGAI PETANI,2,KUALA MUDA,KEDAH,08000,08000,08000,08000
TELOI KIRI,2,KUALA MUDA,KEDAH,,,,06000
BANDAR AMAN JAYA,2,KUALA MUDA,KEDAH,,08000,,08000
BANDAR BEDONG,2,KUALA MUDA,KEDAH,08100,08100,"27400, 08100",08100
BANDAR SUNGAI LALANG,2,KUALA MUDA,KEDAH,,08100,,08100
BANDAR TIKAM BATU,2,KUALA MUDA,KEDAH,,08700,,08700
PEKAN JENIANG,2,KUALA MUDA,KEDAH,08700,08700,"26600, 08700",08700
PEKAN KOTA KUALA MUDA,2,KUALA MUDA,KEDAH,08500,08500,"08500, 26600, 71350",08500
PEKAN TANJUNG DAWAI,2,KUALA MUDA,KEDAH,,08200,26600,08200
DULANG,2,YAN,KEDAH,06900,06900,06900,06900
SALA BESAR,2,YAN,KEDAH,06900,06900,06900,06900
SINGKIR,2,YAN,KEDAH,06900,06900,06900,06900
SUNGAI DAUN,2,YAN,KEDAH,06900,06900,06900,06900
YAN,2,YAN,KEDAH,06900,06900,06900,06900
BANDAR GUAR CHEMPEDAK,2,YAN,KEDAH,06900,"06900, 08800",06900,06900
BANDAR YAN,2,YAN,KEDAH,06900,06900,06900,06900
