postcode,location,district,state,mukim,postcode1,postcode2,postcode3
nan,TAMAI SERI PONGSU,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN BAGAN SERAI,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN INTAN,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN KERAMAT INDAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN KERAMAT,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN KRISHNAN,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN MEWAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN PANG YOK CHIN,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI EMAS,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI INDAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI JAYA,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI MAYANG,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI MUDA,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI MURNI,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI PERDANA,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERAI PERMAI,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERI GEDONG,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERI KRIAN,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TAMAN SERI SERAI,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TEBOK JAWA MATANG PASIR,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TEBOK JAWA,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TEBOK SELEKOH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TELUK JAWA,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TELUK SERIBU 2,BAGAN SERAI,PERAK,,nan,nan,nan
nan,BUKIT MERAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,CHANGKAT LOBAK,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG BALIK BUKIT,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG BARU PISANG,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG BUKIT TENGGEK,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG CHANGKAT LOBAK,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG MATANG TENGAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG PERLIS,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG SEBERANG,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG SERI BADAK,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG TALI AYER,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG TEBING KOLAM,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG TENGAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,KAMPUNG TEPI KOLAM,BAGAN SERAI,PERAK,,nan,nan,nan
nan,MATANG TENGAH,BAGAN SERAI,PERAK,,nan,nan,nan
nan,TELUK SERIBU SATU,BAGAN SERAI,PERAK,,nan,nan,nan
nan,BAGAN SEBERANG,KUALA KURAU,PERAK,,nan,nan,nan
nan,JALAN BAN TEPI PANTAI,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG AGAN,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BARU PANDAK PUTEH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 13 TENGAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 14,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 4,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG HAJI MAT ARIS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG HAJI SALLEH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG HAJI TAIB,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KEBUN SAYOR,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KEDAI DUA PANDAK PUTEH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KEDAI DUA,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KUALA GULA,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG LIAN SENG,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG MASJID BATU,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG MELAYU (KUALA GULA),KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG NASAB,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG NELAYAN,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG NIBONG HANGUS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PANDAK PUTEH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT ABAS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT ABU SAMAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT HAJI ALI,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT HAJI AMIN,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT HAJI MANAN,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT HAJI NAPIS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT HAJI SAID,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT KOLAM,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT MAT ALI,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT SUNGAI MILAN,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT TOK HIM DARAT,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT TOK KIP,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PERLIS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PINTU AYER,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG RAJA BASAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SAAD LANGAI,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SERI MAKMUR (1 - 2),KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SIMPANG TIGA,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI BARU DARAT,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI BARU TENGAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI BARU,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TANJONG NIPIS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TELOK PIAL BAROH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TELOK PIAL TENGAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TELOK PIAL,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TERSUSUN KUALA GULA,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TERSUSUN NIBONG HANGUS,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TERSUSUN RAJA BASAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TOK ADAM,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TOK NGAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TOK PULUT,KUALA KURAU,PERAK,,nan,nan,nan
nan,KUALA GULA,KUALA KURAU,PERAK,,nan,nan,nan
nan,KUALA KURAU,KUALA KURAU,PERAK,,nan,nan,nan
nan,LADANG GULA BAHAGIAN 55,KUALA KURAU,PERAK,,nan,nan,nan
nan,LADANG GULA,KUALA KURAU,PERAK,,nan,nan,nan
nan,PANDAK PUTIH,KUALA KURAU,PERAK,,nan,nan,nan
nan,PARIT 30 (JALAN PANTAI),KUALA KURAU,PERAK,,nan,nan,nan
nan,PARIT GOMPONG BATU 7,KUALA KURAU,PERAK,,nan,nan,nan
nan,PARIT HAJI MANAN,KUALA KURAU,PERAK,,nan,nan,nan
nan,PARIT HAJI SAMSURI,KUALA KURAU,PERAK,,nan,nan,nan
nan,PARIT HAJI YUSSOF,KUALA KURAU,PERAK,,nan,nan,nan
nan,PERUMAHAN AWAM 2 SUNGAI DUNGUN,KUALA KURAU,PERAK,,nan,nan,nan
nan,PULAU TEMPURONG,KUALA KURAU,PERAK,,nan,nan,nan
nan,SUNGAI BAHARU,KUALA KURAU,PERAK,,nan,nan,nan
nan,SUNGAI SIAKAP,KUALA KURAU,PERAK,,nan,nan,nan
nan,TAMAN KUALA KURAU,KUALA KURAU,PERAK,,nan,nan,nan
nan,TAMAN KURAU INDAH PONDOK PUTIH,KUALA KURAU,PERAK,,nan,nan,nan
nan,TAMAN KURAU JAYA PONDOK PUTIH,KUALA KURAU,PERAK,,nan,nan,nan
nan,TAMAN KURAU MURNI (JALAN PANTAI),KUALA KURAU,PERAK,,nan,nan,nan
nan,TAMAN MAKMUR (JALAN PANTAI),KUALA KURAU,PERAK,,nan,nan,nan
nan,TAMAN SERI KURAU,KUALA KURAU,PERAK,,nan,nan,nan
nan,TANJUNG NIPIS,KUALA KURAU,PERAK,,nan,nan,nan
nan,TELAGA AYER,KUALA KURAU,PERAK,,nan,nan,nan
nan,TELUK PIAH BAROH,KUALA KURAU,PERAK,,nan,nan,nan
nan,TELUK PIAI TENGAH,KUALA KURAU,PERAK,,nan,nan,nan
nan,TELUK PIAL (SIMPANG TIGA),KUALA KURAU,PERAK,,nan,nan,nan
nan,ALOR SETANGGOK,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,BATU 11 JALAN KERIAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,BUKIT KERAMAT,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,BUKIT MERAH LAKE TOWN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,GUNUNG SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,HOTEL BUKIT MERAH RESORT,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,JALAN KERIAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,JALAN SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG BAN PISANG,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 2,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG BUKIT SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG DEW,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG GAJAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG JAYA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG KUBU GAJAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG MATANG PASIR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG PADANG LALANG,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG PARIT 1 - 5,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG PELUPOR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG PERMATANG PASIR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG PONDOK TANJONG,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SAMAGAGAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SEBERANG,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SELAMAT,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SELINGSING,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SIMPANG TIGA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI BARU,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI KEPAR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI PERIKAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI PINANG,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI PROTAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TANJONG BUGIS,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TANJONG SERANI,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TEBOK MATAU,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TEBOK PANCHOR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TELOK,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TELUK SAMA GAGAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TENGAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TERSUSUN J/GULA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KAMPUNG TUA SIMPANG AMPAT,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KOLAM AIR TEBOK PANCHOR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KUALA KAMPUNG TUA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KUALA PARI,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,KUBU GAJAH (BUKIT MERAH),SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,LADANG CHARLES LAND,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,LADANG KRIAN ROAD,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,LUBOK BUNTAR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PADANG LALANG,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PALM VIEW (BUKIT MERAH),SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PARIT 5 TEBOK MATAU,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PARIT KUALOH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PARIT SEMBILAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PERUMAHN GURU JALAN SUNGAI KAPAR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,PLKN GUNONG SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,RUMAH GURU GUNUNG SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SELISING,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SIMPANG EMPAT SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SIMPANG KAMPUNG TUA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SIMPANG TIGA SELINSING,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SUNGAI BARU,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SUNGAI KEPAR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SUNGAI PERIKAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SUNGAI PETANI SELINSING,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,SUNGAI PROTAN,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TAMAN INDAH JAYA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TAMAN MUHIBAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TAMAN SEMANGGOL INDAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TAMAN SEMANGGOL,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TAMAN SERI SELINSING,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TEBOK HAJI DOLAH,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TEBOK MATAU,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TEBOK PANCHOR,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,TEBOK RIMBA,SIMPANG AMPAT SEMANGGOL,PERAK,,nan,nan,nan
nan,ANAK KURAU,BATU KURAU,PERAK,,nan,nan,nan
nan,BANGGOL KUBOR,BATU KURAU,PERAK,,nan,nan,nan
nan,BANGGOL SEBELAH,BATU KURAU,PERAK,,nan,nan,nan
nan,BATU BERTINDAN,BATU KURAU,PERAK,,nan,nan,nan
nan,BATU KURAU,BATU KURAU,PERAK,,nan,nan,nan
nan,BENDANG NERING,BATU KURAU,PERAK,,nan,nan,nan
nan,BENDANG RAWA,BATU KURAU,PERAK,,nan,nan,nan
nan,BUKIT BERTAM,BATU KURAU,PERAK,,nan,nan,nan
nan,BUKIT JELUTONG,BATU KURAU,PERAK,,nan,nan,nan
nan,CHANGKAT LOBAK,BATU KURAU,PERAK,,nan,nan,nan
nan,CHANGKAT MADRASAH,BATU KURAU,PERAK,,nan,nan,nan
nan,CHENDERONG DALAM,BATU KURAU,PERAK,,nan,nan,nan
nan,CHEROK PELANDOK,BATU KURAU,PERAK,,nan,nan,nan
nan,JALAN RAMBAI,BATU KURAU,PERAK,,nan,nan,nan
nan,JOO CHIANG ESTATE,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG 20,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG AIR HITAM,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG ANAK KURAU HULU,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG ANAK KURAU SEBERANG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG ANAK KURAU,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BARU,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 19,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 21,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BATU 22,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BAWAH GUNUNG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BECHAH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BELAKANG SEKOLAH INGGERIS,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BUKIT SUNGAI AKAR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CHANGKAT PERAH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CHANGKAT SEMAMBU,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CHANGKAT TEMPURONG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CHEROK DOLLAH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CHEROK KELIAN,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CHEROK KUBU PANTAI BESAR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG CINDAI SUNGAI ARA,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG DUSUN MUDA BATU 16,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG GUDANG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG JABI,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG JAWA,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KLIAN GUNUNG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG MAKMUR PANTAI BESAR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG MASJID JELAI,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PADANG LALANG IJOK,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PADANG LALANG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PAYA KANAN,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PAYA KIRI,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PAYA,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PERAK (BATU 71),BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG PERAK,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG REPOH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SEMPENEH CEMPAKA,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SEMPENEH JALAN KOLAM AYER,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SEMPENEH SEBERANG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SEMPENEH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SIAM (BATU 14 1/2),BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SIAM (BATU 20),BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SIMPANG 3 GUDANG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI AIR KUNING,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI ARA HILIR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TERSUSUN BATU 19,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TERSUSUN SUNGAI BESAR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TITI GANTONG KAMPUNG KEDAH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TITI KASAI TENGAH,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TITI KASAI,BATU KURAU,PERAK,,nan,nan,nan
nan,KEPALA BATAS,BATU KURAU,PERAK,,nan,nan,nan
nan,LADANG STOUGHTEN,BATU KURAU,PERAK,,nan,nan,nan
nan,PADANG ASTAKA,BATU KURAU,PERAK,,nan,nan,nan
nan,PADANG LALANG,BATU KURAU,PERAK,,nan,nan,nan
nan,PERUMAHAN AWAM REDANG PANJANG,BATU KURAU,PERAK,,nan,nan,nan
nan,PONDOK KUIN,BATU KURAU,PERAK,,nan,nan,nan
nan,RELAU BERDIRI (BATU 16),BATU KURAU,PERAK,,nan,nan,nan
nan,RELAU BERDIRI,BATU KURAU,PERAK,,nan,nan,nan
nan,SIMPANG EMPAT ANAK KURAU,BATU KURAU,PERAK,,nan,nan,nan
nan,SIMPANG EMPAT,BATU KURAU,PERAK,,nan,nan,nan
nan,SRI PADUKA KAMPUNG PERAK,BATU KURAU,PERAK,,nan,nan,nan
nan,SUNGAI AKAR,BATU KURAU,PERAK,,nan,nan,nan
nan,SUNGAI BUBU,BATU KURAU,PERAK,,nan,nan,nan
nan,TAMAN HIJRAH,BATU KURAU,PERAK,,nan,nan,nan
nan,TAMAN INDAH,BATU KURAU,PERAK,,nan,nan,nan
nan,ULU SEPUTEH,BATU KURAU,PERAK,,nan,nan,nan
nan,AYER SIMPOL,BATU KURAU,PERAK,,nan,nan,nan
nan,BAGAN BAHARU,BATU KURAU,PERAK,,nan,nan,nan
nan,BAGAN BAHRU,BATU KURAU,PERAK,,nan,nan,nan
nan,BANGGOL JERAI,BATU KURAU,PERAK,,nan,nan,nan
nan,BANGGOL KOLAM,BATU KURAU,PERAK,,nan,nan,nan
nan,BATU GELUGOR,BATU KURAU,PERAK,,nan,nan,nan
nan,BUKIT KULIM,BATU KURAU,PERAK,,nan,nan,nan
nan,BUKIT PANCHOR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG BUKIT CHOK,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG MASJID IJOK,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SANGKUT,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG TRAS,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG ULU TERAS,BATU KURAU,PERAK,,nan,nan,nan
nan,KLIAN GUNUNG,BATU KURAU,PERAK,,nan,nan,nan
nan,KOTA RAJA BESIONG,BATU KURAU,PERAK,,nan,nan,nan
nan,REDANG PANJANG,BATU KURAU,PERAK,,nan,nan,nan
nan,SUNGAI JERNEH,BATU KURAU,PERAK,,nan,nan,nan
nan,SUNGAI LIMAU,BATU KURAU,PERAK,,nan,nan,nan
nan,SUNGAI SEGAR,BATU KURAU,PERAK,,nan,nan,nan
nan,SUNGAI SIAM,BATU KURAU,PERAK,,nan,nan,nan
nan,TITI KASAI,BATU KURAU,PERAK,,nan,nan,nan
nan,AYER HITAM,BATU KURAU,PERAK,,nan,nan,nan
nan,BATU KURAU (BATU 20),BATU KURAU,PERAK,,nan,nan,nan
nan,BATU KURAU (29 KM),BATU KURAU,PERAK,,nan,nan,nan
nan,BATU KURAU (32 KM),BATU KURAU,PERAK,,nan,nan,nan
nan,BUKIT NERING,BATU KURAU,PERAK,,nan,nan,nan
nan,CHEROK BERJUANG,BATU KURAU,PERAK,,nan,nan,nan
nan,CHEROK DOLLAH,BATU KURAU,PERAK,,nan,nan,nan
nan,CHEROK KECHIL,BATU KURAU,PERAK,,nan,nan,nan
nan,CHEROK TERAP,BATU KURAU,PERAK,,nan,nan,nan
nan,JELAI,BATU KURAU,PERAK,,nan,nan,nan
nan,JEMERANG SETAR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG HAJI MAT ASEK,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG JAMBU RELANG,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KELIAN,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG KURNIA BATU 22,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG MAAMOR,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI NANGKA,BATU KURAU,PERAK,,nan,nan,nan
nan,KAMPUNG SUNGAI SIAM IJOK,BATU KURAU,PERAK,,nan,nan,nan
nan,LADANG SHAMBU,BATU KURAU,PERAK,,nan,nan,nan
nan,LADANG SUBUR,BATU KURAU,PERAK,,nan,nan,nan
nan,LADANG SUNGAI PULAU,BATU KURAU,PERAK,,nan,nan,nan
